,Credit Score,First Payment Date,First Time Homebuyer Flag,Maturity Date,Metropolitan Statistical Area (MSA) Or Metropolitan Division,Mortgage Insurance Percentage (MI %),Number of Units,Occupancy Status,Original Combined Loan-to-Value (CLTV),Original Debt-to-Income (DTI) Ratio,Original UPB,Original Loan-to-Value (LTV),Original Interest Rate,Channel,Prepayment Penalty Mortgage (PPM) Flag,Amortization Type (Formerly Product Type),Property State,Property Type,Postal Code,Loan Sequence Number,Loan Purpose,Original Loan Term,Number of Borrowers,Seller Name,Servicer Name,Super Conforming Flag,Pre-HARP Loan Sequence Number,Program Indicator,HARP Indicator,Property Valuation Method,Interest Only (I/O) Indicator,Mortgage Insurance Cancellation Indicator
896,777,202303,Y,205302,,0,1,P,73,44,175000,73,6.625,C,N,FRM,WA,SF,98500,F23Q10013615,P,360,1,"PENNYMAC LOAN SERVICES, LLC","PENNYMAC LOAN SERVICES, LLC",,,H,,2,N,7
897,816,202303,N,205302,36540.0,0,1,S,63,23,169000,63,6.624,C,N,FRM,IA,SF,51500,F23Q10013616,P,360,1,"PENNYMAC LOAN SERVICES, LLC","PENNYMAC LOAN SERVICES, LLC",,,9,,1,N,7
898,658,202303,N,205302,26420.0,0,1,P,42,44,182000,42,6.625,C,N,FRM,TX,SF,77300,F23Q10013640,C,360,1,"PLANET HOME LENDING, LLC","PLANET HOME LENDING, LLC",,,9,,2,N,7
899,811,202303,N,204302,40420.0,0,1,P,79,22,328000,79,6.25,R,N,FRM,IL,PU,61000,F23Q10013659,N,240,2,Other sellers,Other servicers,,,9,,2,N,7
900,732,202303,N,205302,,0,1,P,71,47,240000,71,6.375,R,N,FRM,OR,SF,97800,F23Q10013663,P,360,1,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,7
901,789,202303,Y,205302,13460.0,30,1,P,95,48,521000,95,6.125,R,N,FRM,OR,SF,97700,F23Q10013729,P,360,2,Other sellers,Other servicers,,,9,,2,N,N
902,666,202303,N,205302,,0,1,P,30,45,66000,30,6.99,R,N,FRM,GA,SF,30200,F23Q10013738,C,360,1,Other sellers,Other servicers,,,9,,2,N,7
903,651,202303,N,205302,10900.0,0,1,P,59,35,285000,59,6.375,R,N,FRM,NJ,SF,7800,F23Q10013739,C,360,1,Other sellers,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N,7
904,694,202303,Y,205302,,30,1,P,95,44,100000,95,6.125,R,N,FRM,IA,SF,52700,F23Q10013741,P,360,1,Other sellers,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N,N
905,754,202303,N,205302,42540.0,30,1,P,95,50,176000,95,6.125,C,N,FRM,PA,SF,18600,F23Q10013743,P,360,1,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N,N
906,747,202303,N,205302,17980.0,30,1,P,93,49,470000,93,5.375,C,N,FRM,GA,SF,31800,F23Q10013753,P,360,2,U.S. BANK N.A.,U.S. BANK N.A.,,,9,,2,N,N
907,743,202303,Y,205302,41180.0,25,1,P,97,49,148000,97,6.25,C,N,FRM,IL,SF,62200,F23Q10013763,P,360,1,PENNYMAC CORP.,PENNYMAC CORP.,,,H,,2,N,N
908,674,202303,N,205302,16540.0,0,1,P,54,39,135000,54,6.375,C,N,FRM,PA,PU,17200,F23Q10013767,P,360,2,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,1,N,7
909,739,202303,N,205302,47664.0,12,1,P,85,46,225000,85,6.125,R,N,FRM,MI,SF,48100,F23Q10013784,P,360,1,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,N
910,734,202303,Y,205302,16984.0,0,1,P,80,30,74000,80,6.625,C,N,FRM,IL,CO,60100,F23Q10013828,P,360,1,"FLAGSTAR BANK, NATIONAL ASSOCIATION","FLAGSTAR BANK, NATIONAL ASSOCIATION",,,9,,2,N,7
911,756,202303,N,205302,42540.0,0,1,P,47,44,100000,47,6.396,B,N,FRM,PA,SF,18700,F23Q10013865,P,360,1,"FLAGSTAR BANK, NATIONAL ASSOCIATION","FLAGSTAR BANK, NATIONAL ASSOCIATION",,,9,,2,N,7
912,667,202303,N,205302,22744.0,0,1,P,69,47,94000,69,6.625,C,N,FRM,FL,CO,33300,F23Q10013870,P,360,1,"FLAGSTAR BANK, NATIONAL ASSOCIATION","FLAGSTAR BANK, NATIONAL ASSOCIATION",,,9,,2,N,7
913,814,202303,Y,205302,,30,1,P,95,41,295000,95,6.125,R,N,FRM,KS,SF,67000,F23Q10013904,P,360,1,Other sellers,Other servicers,,,9,,2,N,N
914,763,202303,N,205302,,30,1,P,95,46,138000,95,5.99,R,N,FRM,KS,SF,67800,F23Q10013906,P,360,1,Other sellers,Other servicers,,,9,,2,N,N
915,715,202303,N,205302,41740.0,0,1,I,75,31,338000,75,6.375,B,N,FRM,CA,CO,91900,F23Q10013913,P,360,2,Other sellers,Other servicers,,,9,,2,N,7
916,690,202303,N,205302,38940.0,0,1,P,40,50,104000,40,5.75,B,N,FRM,FL,PU,34900,F23Q10013933,C,360,1,Other sellers,Other servicers,,,9,,4,N,7
917,783,202303,N,203802,,0,1,P,55,26,76000,55,4.875,R,N,FRM,PA,SF,16300,F23Q10013956,C,180,1,Other sellers,Other servicers,,,9,,2,N,7
918,738,202303,Y,205302,38900.0,0,1,P,80,50,484000,80,6.75,R,N,FRM,OR,PU,97100,F23Q10013974,P,360,2,Other sellers,"LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,7
919,716,202303,N,205302,45300.0,12,1,I,85,42,247000,85,7.625,R,N,FRM,FL,PU,33500,F23Q10013991,P,360,1,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,N
920,782,202303,N,205302,23580.0,25,1,P,90,41,270000,90,5.99,R,N,FRM,GA,SF,30500,F23Q10014018,P,360,1,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,N
921,798,202303,N,205302,38060.0,0,1,P,80,47,482000,80,6.49,R,N,FRM,AZ,PU,85300,F23Q10014021,P,360,2,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,7
922,698,202303,Y,205302,33460.0,30,1,P,95,42,299000,95,6.125,R,N,FRM,MN,SF,55100,F23Q10014030,P,360,1,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,N
923,809,202303,N,205302,12580.0,0,1,P,66,16,285000,66,6.49,R,N,FRM,MD,PU,21200,F23Q10014034,P,360,1,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,7
924,787,202303,Y,205302,41740.0,30,1,P,95,50,682000,95,5.875,B,N,FRM,CA,CO,92000,F23Q10014073,P,360,2,Other sellers,Other servicers,,,9,,2,N,N
925,715,202303,Y,205302,,35,1,P,97,28,88000,97,7.0,B,N,FRM,MO,SF,65700,F23Q10014074,P,360,1,Other sellers,Other servicers,,,9,,2,N,N
926,683,202303,N,205302,47894.0,0,1,P,72,45,329000,72,6.375,R,N,FRM,MD,SF,20600,F23Q10014075,C,360,1,Other sellers,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N,7
927,749,202303,Y,205302,19740.0,25,1,P,90,37,540000,90,4.5,R,N,FRM,CO,PU,80000,F23Q10014081,P,360,1,Other sellers,"LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,N
928,776,202303,Y,205302,12420.0,30,1,P,95,44,413000,95,6.875,R,N,FRM,TX,PU,78600,F23Q10014089,P,360,1,Other sellers,"LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,N
929,764,202303,Y,205302,40140.0,25,1,P,90,39,430000,90,5.125,R,N,FRM,CA,PU,92200,F23Q10014108,P,360,2,Other sellers,"LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,Y
930,733,202303,Y,205302,12060.0,25,1,P,90,42,620000,90,5.625,R,N,FRM,GA,PU,30000,F23Q10014123,P,360,2,Other sellers,"LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,N
931,768,202303,N,205302,26900.0,0,1,P,57,27,223000,57,5.5,R,N,FRM,IN,PU,46000,F23Q10014134,P,360,2,Other sellers,ARVEST BANK,,,9,,2,N,7
932,768,202303,Y,205302,27260.0,25,1,P,90,35,301000,90,5.875,R,N,FRM,FL,PU,32200,F23Q10014137,P,360,1,Other sellers,"LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,N
933,768,202303,Y,205302,31700.0,0,1,P,80,33,148000,80,6.125,C,N,FRM,NH,CO,3100,F23Q10014156,P,360,2,Other sellers,"ROCKET MORTGAGE, LLC",,,H,,2,N,7
934,695,202303,N,205302,20100.0,0,1,P,70,46,228000,70,6.875,R,N,FRM,DE,PU,19900,F23Q10014160,P,360,2,Other sellers,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N,7
935,783,202303,N,203802,,0,1,S,54,16,230000,54,6.49,R,N,FRM,TX,PU,75700,F23Q10014165,P,180,2,Other sellers,"LAKEVIEW LOAN SERVICING, LLC",,,9,,1,N,7
936,732,202303,Y,205302,17460.0,30,1,P,95,48,176000,95,6.25,R,N,FRM,OH,SF,44100,F23Q10014199,P,360,1,Other sellers,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N,N
937,756,202303,N,205302,40220.0,25,1,P,95,44,219000,95,6.75,R,N,FRM,VA,SF,24100,F23Q10014207,P,360,1,Other sellers,Other servicers,,,H,,2,N,N
938,704,202303,N,205302,35614.0,0,2,P,75,32,668000,75,6.5,B,N,FRM,NY,SF,11400,F23Q10014214,P,360,1,Other sellers,Other servicers,,,9,,2,N,7
939,783,202303,N,203802,43780.0,0,1,P,75,26,375000,75,5.5,R,N,FRM,IN,SF,46500,F23Q10014218,P,180,2,Other sellers,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N,7
940,644,202303,N,205302,27100.0,0,1,P,57,30,86000,57,6.25,R,N,FRM,MI,SF,49200,F23Q10014239,C,360,1,Other sellers,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N,7
941,724,202303,Y,205302,31084.0,30,1,P,95,32,302000,95,6.875,R,N,FRM,CA,CO,90000,F23Q10014250,P,360,1,Other sellers,Other servicers,,,9,,2,N,Y
942,795,202303,N,205302,24860.0,25,1,P,90,35,248000,90,5.75,R,N,FRM,SC,PU,29600,F23Q10014279,P,360,1,Other sellers,Other servicers,,,9,,2,N,Y
943,756,202303,Y,205302,19124.0,0,1,P,60,26,410000,60,5.99,C,N,FRM,TX,PU,75100,F23Q10014281,P,360,2,"CMG MORTGAGE, INC.","CMG MORTGAGE, INC.",,,9,,2,N,7
944,771,202303,N,205302,17860.0,30,1,P,95,42,288000,95,6.125,C,N,FRM,MO,SF,65200,F23Q10014290,P,360,1,"CMG MORTGAGE, INC.","CMG MORTGAGE, INC.",,,9,,2,N,N
945,690,202303,Y,205302,,25,1,P,90,30,71000,90,7.49,R,N,FRM,TX,SF,79000,F23Q10014300,P,360,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N,N
946,793,202303,Y,205302,35614.0,0,1,P,60,48,497000,60,5.75,R,N,FRM,NY,SF,10500,F23Q10014311,P,360,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N,7
947,806,202303,N,205302,23224.0,0,1,P,80,42,440000,80,5.75,R,N,FRM,MD,PU,20800,F23Q10014317,P,360,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N,7
948,779,202303,Y,205302,35004.0,30,1,P,95,20,380000,95,6.625,C,N,FRM,NY,CP,11500,F23Q10014329,P,360,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N,N
949,767,202303,Y,205302,19124.0,30,1,P,95,46,263000,95,6.0,R,N,FRM,TX,SF,75100,F23Q10014381,P,360,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N,N
950,771,202303,N,205302,35154.0,0,1,I,75,31,171000,75,6.99,R,N,FRM,NJ,SF,8000,F23Q10014396,P,360,1,Other sellers,"LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,7
951,769,202304,N,205303,15540.0,0,1,P,80,28,472000,80,5.875,R,N,FRM,VT,PU,5400,F23Q10014412,P,360,2,Other sellers,Other servicers,,,9,,2,N,7
952,809,202303,N,205302,15980.0,0,1,I,75,34,638000,75,7.625,R,N,FRM,FL,SF,34100,F23Q10014418,P,360,1,Other sellers,Other servicers,,,9,,2,N,7
953,785,202303,N,205302,41180.0,25,1,P,90,27,595000,90,6.375,C,N,FRM,MO,SF,63100,F23Q10014450,P,360,1,U.S. BANK N.A.,U.S. BANK N.A.,,,9,,2,N,N
954,720,202303,Y,205302,,25,1,P,97,41,118000,97,6.99,R,N,FRM,MO,SF,63600,F23Q10014461,P,360,1,GUILD MORTGAGE COMPANY LLC,GUILD MORTGAGE COMPANY LLC,,,H,,2,N,N
955,749,202303,N,205302,16984.0,0,1,P,72,36,593000,72,5.625,C,N,FRM,IL,SF,60000,F23Q10014477,N,360,2,U.S. BANK N.A.,U.S. BANK N.A.,,,9,,2,N,7
956,702,202305,Y,205304,,0,1,P,80,26,75000,80,6.375,R,N,FRM,MI,SF,49600,F23Q10014521,P,360,1,Other sellers,Other servicers,,,9,,2,N,7
957,657,202303,N,205302,23420.0,0,1,I,70,43,242000,70,7.625,B,N,FRM,CA,SF,93700,F23Q10014532,C,360,2,Other sellers,Other servicers,,,9,,2,N,7
958,779,202303,Y,205302,31084.0,30,1,P,95,50,784000,95,6.625,R,N,FRM,CA,SF,90000,F23Q10014542,P,360,2,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC",Y,,9,,2,N,N
959,795,202303,N,205302,37964.0,0,1,P,33,14,75000,33,6.375,R,N,FRM,PA,CO,19100,F23Q10014544,P,360,1,"CROSSCOUNTRY MORTGAGE, LLC",Other servicers,,,9,,2,N,7
960,647,202303,Y,205302,22744.0,0,1,P,75,45,188000,75,5.375,B,N,FRM,FL,CO,33300,F23Q10014566,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,H,,2,N,7
961,697,202303,N,205302,33220.0,25,1,P,95,45,200000,95,6.5,B,N,FRM,MI,SF,48600,F23Q10014569,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,H,,2,N,N
962,734,202303,Y,205302,16740.0,0,1,P,48,32,129000,48,6.375,B,N,FRM,SC,SF,29700,F23Q10014584,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,H,,2,N,7
963,769,202303,N,205302,31140.0,25,1,P,95,34,195000,95,6.5,B,N,FRM,KY,SF,40200,F23Q10014586,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC",NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,H,,2,N,N
964,810,202303,N,205302,24860.0,0,1,P,58,18,120000,58,6.375,R,N,FRM,SC,CO,29600,F23Q10014598,P,360,1,Other sellers,Other servicers,,,9,,1,N,7
965,773,202303,N,205302,24540.0,30,1,P,95,50,431000,95,5.5,R,N,FRM,CO,PU,80500,F23Q10014633,P,360,1,Other sellers,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N,N
966,652,202303,Y,205302,10420.0,25,1,P,87,39,104000,87,6.125,R,N,FRM,OH,SF,44200,F23Q10014671,P,360,1,Other sellers,Other servicers,,,H,,2,N,N
967,699,202303,Y,205302,15940.0,25,1,P,90,37,138000,90,6.125,R,N,FRM,OH,SF,44700,F23Q10014684,P,360,1,Other sellers,Other servicers,,,H,,2,N,N
968,805,202303,N,205302,16984.0,25,1,P,88,14,180000,88,6.0,C,N,FRM,IL,CO,60600,F23Q10014687,P,360,2,Other sellers,Other servicers,,,9,,2,N,N
969,752,202303,N,205302,15940.0,0,1,P,73,44,210000,73,6.125,R,N,FRM,OH,SF,44600,F23Q10014690,P,360,2,Other sellers,Other servicers,,,9,,2,N,7
970,761,202303,N,205302,47894.0,12,1,P,85,50,514000,85,6.25,R,N,FRM,VA,SF,22000,F23Q10014696,P,360,2,Other sellers,Other servicers,,,9,,2,N,N
971,780,202303,N,205302,39580.0,30,1,P,95,41,427000,95,6.125,R,N,FRM,NC,PU,27500,F23Q10014702,P,360,1,Other sellers,Other servicers,,,9,,2,N,Y
972,797,202303,N,205302,26620.0,30,1,P,95,27,361000,95,6.875,R,N,FRM,AL,PU,35700,F23Q10014706,P,360,1,Other sellers,Other servicers,,,9,,2,N,Y
973,694,202303,N,205302,,25,1,S,90,39,417000,90,8.125,R,N,FRM,MI,SF,49600,F23Q10014708,P,360,2,Other sellers,Other servicers,,,9,,2,N,N
974,796,202303,N,205302,45780.0,30,1,P,95,27,143000,95,7.625,R,N,FRM,OH,MH,43400,F23Q10014732,P,360,1,Other sellers,Other servicers,,,9,,2,N,N
975,747,202303,Y,205302,19430.0,30,1,P,94,35,155000,94,6.5,C,N,FRM,OH,SF,45300,F23Q10014759,P,360,2,Other sellers,Other servicers,,,9,,2,N,N
976,732,202303,Y,205302,16740.0,30,1,P,95,32,361000,95,6.625,C,N,FRM,NC,PU,28200,F23Q10014762,P,360,1,U.S. BANK N.A.,"ROCKET MORTGAGE, LLC",,,9,,2,N,N
977,765,202303,Y,205302,27260.0,25,1,P,90,42,387000,90,6.0,C,N,FRM,FL,PU,32200,F23Q10014766,P,360,2,Other sellers,Other servicers,,,9,,2,N,N
978,801,202303,Y,205302,45460.0,30,1,P,95,46,276000,95,6.125,R,N,FRM,IN,SF,47800,F23Q10014775,P,360,2,"GUARANTEED RATE, INC.","LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,N
979,724,202303,Y,205302,16984.0,0,1,P,78,47,155000,78,6.375,R,N,FRM,IL,SF,60000,F23Q10014797,P,360,1,Other sellers,Other servicers,,,9,,1,N,7
980,622,202303,N,205302,29020.0,0,1,P,79,34,290000,79,8.125,R,N,FRM,IN,SF,46900,F23Q10014805,P,360,1,Other sellers,Other servicers,,,9,,2,N,7
981,688,202303,N,205302,37100.0,0,1,I,55,14,316000,55,6.625,B,N,FRM,CA,CO,93000,F23Q10014811,N,360,1,Other sellers,Other servicers,,,9,,2,N,7
982,688,202303,Y,205302,22180.0,25,1,P,95,44,143000,95,5.999,B,N,FRM,NC,SF,28300,F23Q10014879,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,H,,2,N,N
983,765,202303,N,205302,33124.0,0,1,P,80,49,680000,80,5.99,B,N,FRM,FL,SF,33100,F23Q10014897,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,7
984,777,202303,N,205302,37340.0,0,1,P,89,46,599000,75,5.999,B,N,FRM,FL,PU,32900,F23Q10014900,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,7
985,746,202303,N,205302,36740.0,30,1,P,95,50,656000,95,5.999,B,N,FRM,FL,SF,32700,F23Q10014906,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,N
986,679,202303,N,205302,33780.0,25,2,P,95,40,81000,95,6.25,R,N,FRM,MI,SF,48100,F23Q10014940,P,360,1,Other sellers,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,H,,2,N,N
987,714,202303,Y,205302,35614.0,0,2,P,80,48,712000,80,5.999,B,N,FRM,NY,SF,11400,F23Q10014955,P,360,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,7
988,746,202303,Y,205302,45300.0,30,1,P,95,48,251000,95,6.5,B,N,FRM,FL,CO,33700,F23Q10014969,P,360,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,N
989,795,202303,N,205302,15980.0,0,1,P,56,29,400000,56,6.25,C,N,FRM,FL,SF,33900,F23Q10014977,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,7
990,746,202303,Y,205302,26900.0,25,1,P,86,43,267000,86,5.899,B,N,FRM,IN,PU,46000,F23Q10014998,P,360,3,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,N
991,801,202303,Y,205302,19804.0,0,1,P,80,41,268000,80,5.77,C,N,FRM,MI,PU,48100,F23Q10015007,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,1,N,7
992,754,202303,Y,205302,13380.0,0,1,P,80,40,267000,80,5.88,C,N,FRM,WA,PU,98200,F23Q10015011,P,360,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,7
993,815,202303,N,204302,19660.0,0,1,P,38,24,132000,38,6.625,R,N,FRM,FL,MH,32100,F23Q10015020,C,240,1,Other sellers,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N,7
994,666,202303,N,205302,,0,1,I,46,50,63000,46,7.375,R,N,FRM,MI,CO,49700,F23Q10015030,N,360,2,Other sellers,Other servicers,,,9,,2,N,7
995,682,202303,N,205302,,25,1,S,90,42,86000,90,7.625,B,N,FRM,OH,SF,45800,F23Q10015032,P,360,1,Other sellers,Other servicers,,,9,,2,N,N
996,765,202304,N,205303,14540.0,0,1,P,80,29,199000,80,6.25,R,N,FRM,KY,SF,42100,F23Q10015039,P,360,1,Other sellers,Other servicers,,,9,,2,N,7
997,688,202303,N,205302,45300.0,0,1,I,75,38,190000,75,7.625,B,N,FRM,FL,PU,33600,F23Q10015045,C,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,7
998,708,202303,N,205302,26140.0,25,1,S,90,35,198000,90,7.625,B,N,FRM,FL,PU,34400,F23Q10015051,P,360,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,N
999,698,202303,N,205302,29820.0,0,1,I,65,43,200000,65,7.5,B,N,FRM,NV,PU,89100,F23Q10015052,P,360,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,7
